AL,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,524,81,147,29,6,9,50,26,12,47,109,3,9,4,1,1
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,506,76,133,28,8,9,50,7,8,61,89,1,9,2,4,9
NL,33,5,9,3,0,0,4,1,1,3,7,0,0,0,1,1
AL,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,5,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,25,3,6,0,0,0,1,0,0,0,9,0,0,3,0,1
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,32,1,3,0,1,0,1,0,0,0,9,0,0,1,0,0
NL,348,56,102,19,6,8,36,13,5,27,52,0,2,2,3,9
NL,85,13,16,5,0,0,6,1,0,14,18,0,0,1,1,3
NL,374,41,85,10,7,4,26,6,3,37,83,3,5,7,3,5
NL,513,72,150,33,2,25,73,21,6,30,113,1,3,0,1,17
NL,45,0,2,0,0,0,1,0,0,1,22,0,0,3,0,0
NL,29,1,4,1,0,0,1,0,0,0,2,0,0,0,1,1
AL,7,1,1,0,0,0,0,0,0,0,4,0,0,1,0,0
AL,15,4,4,0,0,0,0,0,0,1,5,0,1,0,0,3
NL,108,10,24,6,0,2,13,0,0,9,21,1,0,0,1,4
AL,14,5,4,0,0,2,5,3,0,3,5,0,0,0,0,1
NL,72,3,11,0,0,0,3,0,0,0,14,0,1,10,0,3
NL,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,314,56,101,18,5,8,35,1,1,23,53,2,2,3,2,4
NL,319,26,91,13,2,5,39,4,2,14,53,5,2,0,7,8
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,109,14,31,2,2,5,16,0,0,4,17,1,0,0,0,4
AL,124,18,25,2,1,2,11,4,0,5,40,0,3,1,2,0
AL,274,34,66,16,0,9,33,4,1,14,61,0,5,0,1,6
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL,484,56,133,34,1,18,75,0,0,29,98,5,7,0,8,17
NL,178,15,36,4,1,8,16,2,4,8,38,1,4,1,0,5
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,316,33,74,11,1,6,33,9,2,16,58,0,1,4,3,10
AL,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NL,135,17,26,8,1,2,12,0,1,19,35,1,0,0,1,1
AL,152,21,38,5,0,5,16,1,1,18,41,1,0,0,2,1
NL,401,43,96,15,0,15,57,1,0,51,120,0,4,0,3,5
AL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,232,29,47,10,0,11,31,1,2,28,59,1,1,0,3,9
AL,539,87,110,19,0,41,96,2,1,105,222,3,1,0,4,8
NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,292,52,76,8,5,0,9,30,5,30,56,1,1,4,3,5
NL,85,19,22,3,2,2,5,2,3,14,15,0,3,1,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,16,1,3,1,1,0,1,0,0,1,6,0,0,0,0,0
NL,423,44,114,20,1,13,52,0,0,65,107,11,7,6,4,17
NL,415,62,107,21,1,7,31,5,0,40,70,0,7,2,0,5
AL,303,43,82,18,0,4,26,14,3,19,43,0,0,0,1,5
NL,68,1,13,4,0,0,7,0,0,5,6,0,0,0,0,1
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,542,93,152,24,0,42,110,13,3,84,94,12,11,0,7,6
NL,12,0,0,0,0,0,0,0,0,1,8,0,0,1,0,0
NL,20,2,3,0,0,0,0,0,0,0,12,0,0,2,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AL,605,68,177,30,7,5,52,35,5,27,100,2,8,8,0,14
AL,87,14,18,4,1,0,3,2,0,9,23,0,0,1,0,0
AL,44,4,10,0,0,0,6,1,0,2,8,0,1,1,1,0
AL,558,58,141,22,1,9,51,5,1,35,70,1,4,7,4,21
NL,594,82,147,37,2,17,56,20,6,46,189,4,13,3,2,11
NL,40,1,4,2,0,0,3,0,0,2,21,0,0,3,0,0
NL,556,79,158,36,1,20,89,2,2,50,124,6,9,0,3,13
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,18,2,1,0,0,0,0,0,0,3,5,0,0,0,0,0
AL,85,14,29,6,1,0,7,0,2,4,9,0,0,2,0,2
NL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NL,8,1,1,0,0,0,0,1,0,1,2,0,0,0,0,0
NL,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
AL,4,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0
AL,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,581,83,182,33,1,30,108,1,0,85,84,18,17,0,7,19
NL,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
NL,32,0,3,0,0,0,2,0,0,0,17,0,0,6,0,0
NL,7,1,2,1,0,0,0,0,0,0,2,0,0,1,0,0
AL,166,18,30,5,2,2,11,4,1,19,48,0,0,7,2,3
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AL,153,15,33,2,1,6,19,1,0,6,43,0,3,3,1,3
NL,277,22,59,12,1,6,26,1,2,13,59,3,1,2,3,6
AL,137,16,30,5,2,1,10,3,1,10,30,0,0,3,0,3
AL,136,19,29,6,0,7,13,2,1,12,56,0,4,1,0,2
AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,97,13,28,2,0,1,5,0,1,7,23,2,1,0,0,2
AL,71,7,13,3,0,3,4,1,0,7,13,0,0,1,0,3
NL,315,45,86,13,3,6,26,8,2,28,57,0,6,0,1,6
NL,454,72,136,18,11,13,53,12,5,68,128,1,0,6,2,5
AL,50,5,12,5,1,0,2,0,1,4,10,0,0,0,0,0
NL,85,5,21,4,0,2,5,0,0,5,23,0,0,0,0,0
AL,57,4,13,5,0,2,8,0,0,4,16,0,0,0,2,1
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,31,2,2,0,0,0,0,0,0,2,8,0,0,6,0,2
AL,561,58,132,26,3,16,49,4,7,34,119,9,7,0,1,14
NL,192,17,45,11,0,9,32,1,1,11,70,2,1,0,1,5
NL,195,24,66,10,3,2,14,0,1,9,18,2,5,1,0,4
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,422,55,115,26,6,19,67,3,2,36,103,1,3,0,4,9
NL,540,91,140,33,2,23,94,2,0,64,129,4,7,0,9,10
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,501,70,147,25,1,20,79,3,3,57,122,2,7,0,2,19
NL,25,1,2,0,0,0,0,0,0,3,15,0,0,1,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AL,41,2,7,1,0,0,4,0,1,8,9,0,0,0,2,0
AL,98,14,25,3,2,0,5,7,2,8,14,0,1,0,0,0
AL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NL,477,69,126,18,3,5,49,12,4,44,57,1,1,5,4,7
NL,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
